"round","col","row","i","category","clue","answer","uid"
2,6,4,47,"Be Afraid, Be Very Afraid","Be Prepared To Consume A Daily Granny Smith If You've Got Iatrophobia, A Fear Of These","Doctors",342
2,6,5,48,"Be Afraid, Be Very Afraid","If You Suffer From Phasmophobia, You Might Want To Rethink Attending An 1881 Classic Play By This Scandinavian","Ibsen",342
3,1,1,61,"2001 News","In 2001 The Zinc Industry Was Up In Arms Over ReP. Jim Kolbe's Bill Calling For The Phasing Out Of These","Pennies",342
1,1,1,24,"The Census","The Census Bureau Bought Its First Electronic One Of These In 1951, The Univac","Computer",343
1,1,2,25,"The Census","This Large, Untaxed Group Was Counted For The First Time In The 1860 Census","Indians",343
1,1,3,26,"The Census","The Cost Of The Last Major U.S. Census Held In This Year Was $10.40 A Head","1990",343
1,1,4,27,"The Census","The Bureau Of The Census Is Part Of This Cabinet Department That Also Includes The Patent Office","Commerce",343
1,1,5,28,"The Census","200 Years Ago It Was Near Chestertown, MD.; Today It's 9.7 Miles Se Of Steelville, MO.","The Population Center Of The U.S.",343
1,2,1,14,"Napoleons","This Nephew Of Napoleon Was Nicknamed 'Napoleon The Little'","Louis Napoleon",343
1,2,2,18,"Napoleons","This Third U.S. Vice-President Was Nicknamed 'The Napoleon Of The West'","Aaron Burr",343
1,2,3,21,"Napoleons","John C. Calhoun Was So Pro-This He Was Called 'The Napoleon Of' It","Slavery",343
1,2,4,22,"Napoleons","The Memory Of His Being 'The Napoleon Of Luzon' Hasn't Faded","Douglas Macarthur",343
1,2,5,23,"Napoleons","This King Was 'The Napoleon Of The Pacific'","King Kamehameha",343
1,3,1,17,"Japan","The Last Eruption Of This Mountain Covered Tokyo With A Layer Of Ash In 1707","MT. Fuji",343
1,3,2,19,"Japan","Shrines Of This Religion Have Two Main Parts: The Haiden, Open To Visitors, & The Honden, Closed To Laymen","Shinto",343
1,3,3,20,"Japan","The Sentoraru Riigu Is One Of Two Associations Of Teams In This Sport","Baseball",343
1,3,4,29,"Japan","These Rice Straw Floor Mats Measure 71' X 35'","Tatami",343
1,3,5,30,"Japan","Naha Is The Capital Of This Island, Returned To Japan By The U.S. In 1972","Okinawa",343
1,4,1,8,"Nature","Small, Harmless & Varying In Color From Green To Black, It's The Most Common North American Snake","Garter Snake",343
1,4,2,9,"Nature","Like Some Armadillos, The Pangolin Does This When Attacked","Roll Up Into A Ball",343
1,4,3,10,"Nature","These Largest Cacti Don't Develop Their First Branches Until About Age 75","Saguaro",343
1,4,4,11,"Nature","These Plants, Especially Sphagnum, Are The Main Vegetation Of Boggy Regions","Mosses",343
1,4,5,13,"Nature","Lichens, Plants That Grow On Rocks, Are Made Up Of Two Types Of Organisms: A Fungus & This","Algae",343
1,5,1,1,"1960s Sitcoms","Its Theme Song Tells Us It's 'The Place To Be, Farm Livin' Is The Life For Me'","Green Acres",343
1,5,2,3,"1960s Sitcoms","Paul Lynde Played Samantha's Uncle Arthur For 7 Seasons On This Abc Sitcom","'Bewitched'",343
1,5,3,5,"1960s Sitcoms","In 'Get Smart' The Spies At Control Were Dedicated To Defeating This Evil Organization","Kaos",343
1,5,4,6,"1960s Sitcoms","On 'The Beverly Hillbillies', Her Real Name Was Daisy Moses","Granny",343
1,5,5,7,"1960s Sitcoms","It Was The Occupation Of Jerry Helper, Rob & Laura Petrie's Next Door Neighbor","Dentist",343
1,6,1,2,"Biblical Quotes","'Beware Of False Prophets Which Come To You In' This Garment","Sheep's Clothing",343
1,6,2,4,"Biblical Quotes","'And They Took' His 'Coat And Killed A Kid Of The Goats And Dipped The Coat In The Blood'","Joseph",343
1,6,3,12,"Biblical Quotes","'For What Shall It Profit A Man, If He Shall Gain The Whole World And Lose' This","His Own Soul",343
1,6,4,15,"Biblical Quotes","To This Disciple, Jesus Said, 'Get Thee Behind Me, Satan'","Peter",343
1,6,5,16,"Biblical Quotes","Samson Took Hold Of Two Pillars And Said 'Let Me Die With' These People","Philistines",343
2,1,1,53,"The Senses","Taste & This Sense Are The 2 That Use Chemoreceptors","Smell",343
2,1,2,54,"The Senses","Impulses From Some Receptors Of This Sense Have The Longest Path To The Brain","Touch",343
2,1,3,55,"The Senses","The Thalamus Acts As A Relay Device Between The Senses & This Cortex","Cerebral Cortex",343
2,1,4,46,"The Senses","This Sense Is Found Only Among Two Major Groups Of Animals: The Arthropods & Vertebrates","Hearing",343
2,1,5,47,"The Senses","The Body's Ability To Do This Is Called The Vestibular Sense","Balance Itself",343
2,2,1,56,"Jazz","A Kansas City Radio Announcer Dubbed Him 'Count'","Count Basie",343
2,2,2,57,"Jazz","Duke Ellington Was A Regular Attraction At This Famous Harlem Nightclub From 1927-1932","Cotton Club",343
2,2,3,58,"Jazz","This Trumpeter's Posthumous 1992 Album 'Do-Bop' Includes A Rap Number","Miles Davis",343
2,2,4,59,"Jazz","Lester Young Gave Billie Holiday This Two-Word Title","'Lady Day'",343
2,2,5,60,"Jazz","With Dizzy Gillespie, This 'Bird' Originated The Bebop Style Of Jazz","Charlie Parker",343
2,3,1,31,"American Literature","The Same Year His 'The Last Of The Mohicans' Was Published, He Was Named U.S. Consul At Lyon, France","James Fenimore Cooper",343
2,3,2,32,"American Literature","This Thoreau Work Is Sub-Titled 'Life In The Woods'","'Walden'",343
2,3,3,33,"American Literature","His First Novel, 'Typee', In 1846, Was Based On His Experiences When He Deserted A Whaler In The South Pacific","Herman Melville",343
2,3,4,34,"American Literature","He Wrote 'A History Of The Life And Voyages Of Christopher Columbus' & 'A History Of New York'","Washington Irving",343
2,3,5,35,"American Literature","In This 1915 Edgar Lee Masters Work, The Former Residents Of A Midwestern Town Speak From Their Graves","'Spoon River Anthology'",343
2,4,1,41,"The Declaration Of Independence","For Safekeeping During World War II, The Declaration Was Stored At This Kentucky Military Base","Fort Knox",343
2,4,2,42,"The Declaration Of Independence","When The Declaration Was Read In Philadelphia On July 8, 1776, The Liberty Bell Rang From This Building","Independence Hall (Or The Old State House)",343
2,4,3,44,"The Declaration Of Independence","He Is The Man The Declaration Says 'Has Plundered Our Seas, Ravaged Our Coasts'","George III",343
2,4,4,43,"The Declaration Of Independence","Brothers Richard Henry Lee & Francis Lightfoot Lee Signed The Declaration As Representatives From This State","Virginia",343
2,4,5,45,"The Declaration Of Independence","Jefferson's Draft Was Influenced By 'Two Treatises Of Government', A 1690 Book By This English Philosopher","John Locke",343
2,5,1,48,"Bodies Of Water","This African River Enters The Mediterranean Through Two Main Branches: The Damietta & The Rosetta","The Nile",343
2,5,2,49,"Bodies Of Water","Entrances To This Sea Include The Yucatan Channel & The Panama Canal","Caribbean Sea",343
2,5,3,50,"Bodies Of Water","Venice Is One Of The Chief Ports On This Sea, An Arm Of The Mediterranean","Adriatic Sea",343
2,5,4,51,"Bodies Of Water","A Major Source Of Hydroelectric Power, It Forms Most Of The Border Between Oregon & Washington","The Columbia River",343
2,5,5,52,"Bodies Of Water","An Inlet Of The Beaufort Sea, This Bay Is The Starting Point Of The Trans-Alaska Pipeline","Prudhoe Bay",343
2,6,1,36,"A'r'tists","A Trip To Italy In 1875 Inspired His Sculpture 'The Age Of Bronze'","Auguste Rodin",343
2,6,2,39,"A'r'tists","In 1956 He Deleted The Words 'Dios No Existe' From One Of His Murals After Declaring He Was A Catholic","Diego Rivera",343
2,6,3,40,"A'r'tists","Before His Death At 37, This Renaissance Master Painted Over 300 Pictures On The Madonna Theme","Raphael",343
2,6,4,37,"A'r'tists","This Flemish Artist's Whitehall Ceiling Panels Honoring James I Were Completed In 1634","Peter Paul Rubens",343
2,6,5,38,"A'r'tists","In 1768 This Portrait Painter Became The First President Of London's Royal Academy","Joshua Reynolds",343
3,1,1,61,"World Drama","Sophocles, Euripides & Eugene O'neill All Wrote Plays With This Woman's Name In Their Titles","Electra",343
1,1,1,8,"Islands","Owned By Tiny Denmark, It's The World's Largest Island","Greenland",344
1,1,2,9,"Islands","New York's Largest, It Has More People Than 41 Of Our 50 States","Long Island",344
1,1,3,10,"Islands","Until 1949 A Dutch Colony, Now The World's Most Populous Island Nation","Indonesia",344
1,1,4,11,"Islands","Made Up Of Over 7,000 Islands, Only Far East Country With A Roman Catholic Majority","The Philippines",344
1,2,NA,NA,"Animals",NA,NA,344
1,3,1,12,"Silly Songs","To Treat It 'You're Gonna Need An Ocean Of Calamine Lotion'","Poison Ivy",344
1,3,2,13,"Silly Songs","'She Was Afraid To Come Out Of The Water' Because She Wore This Scanty Outfit","An Itsy Bitsy Teenie Weenie Yellow Polka-Dot Bikini",344
1,3,3,14,"Silly Songs","He Offered This Prescription:","The Witch Doctor",344
1,3,4,15,"Silly Songs","Herman's Hermits' Song About Widow Whose 8 Husbands All Had The Same Name","'Henry The Eighth'",344
1,3,5,16,"Silly Songs","According To Ray Stevens, 'He Swings Through The Trees Without A Trapeze In His B.V.D.'S'","Gitarzan",344
1,4,1,17,"Money","Currency Where You'll Find Lincoln's Name On Front & Back","The Five-Dollar Bill",344
1,4,2,18,"Money","4 Little Words Carried On All U.S. Currency","In God We Trust",344
1,4,3,19,"Money","Replaced Adams In The Presidency & The Indian On The Nickel","Thomas Jefferson",344
1,4,4,23,"Money","The Only U.S. Coin With The Presidential Seal","The Fifty-Cent Piece (The Kennedy Half-Dollar)",344
1,5,1,3,"1968","South-Of-The-Border Setting Of The '68 Olympics","Mexico City",344
1,5,2,4,"1968","First Visual Effects Oscar Went To Kubrick's Look 33 Years Into The Future","2001: A Space Odyssey",344
1,5,3,5,"1968","Camelot 'Ended' When Jackie Married Him","Aristotle Onassis",344
1,5,4,6,"1968","He Broke S. Africa's Race Barrier By Transplanting Black Man's Heart Into White Body","Christiaan Barnard",344
1,5,5,7,"1968","After 11 Months In Captivity, Crew Of This Ship Was Released By N. Koreans","The Pueblo",344
1,6,1,1,"Trivia","Rubber Is An Ingredient In This Type Of Chewing Gum","Bubble Gum",344
1,6,2,2,"Trivia","Easter Creature Created By Gene Autry In '55 Hit Record","Peter Cottontail",344
1,6,3,20,"Trivia","Though A Northern State, N.J. Didn't Abolish It Until 1860","Slavery",344
1,6,4,21,"Trivia","U.S. Coin 97.6% Zinc","The Penny",344
1,6,5,22,"Trivia","Ohio City Named For An Ancestor Of The 24th President","Cleveland",344
2,1,1,49,"British History","Though Historians Debate It, She's Called 'The Virgin Queen'","Elizabeth I",344
2,1,3,50,"British History","Of Henry VIII's Six Wives, The Number That Lost Their Heads Over Him","2",344
2,2,1,35,"Inventions","'The Mother Of Invention'","Necessity",344
2,2,2,36,"Inventions","Country Credited With Invention Of Pasta, Porcelain, & Paper","China",344
2,2,3,37,"Inventions","Tissue Originally Used As A Wwi Gas Filter, But Now Literally Something To Sneeze At","Kleenex",344
2,2,4,38,"Inventions","1st Developed For The Blind, They've Become The Most Widely Used Business Machine","The Typewriter",344
2,2,5,43,"Inventions","Printing Press Inventor Associated With The World's Most Valuable Book","Gutenberg",344
2,3,1,24,"Women Authors","Judith Krantz 'Princess' Who Reigned In Novel & Mini-Series","Princess Daisy",344
2,3,2,25,"Women Authors","Playwright Edward Albee Asked 'Who's Afraid Of' This Respected British Novelist","Virginia Woolf",344
2,3,3,26,"Women Authors","Colleen Mccullough's Australian Saga","The Thorn Birds",344
2,3,4,27,"Women Authors","Author, Columnist, & Tv Wit Who Said, 'Housework, If You Do It Right, Can Kill You'","Erma Bombeck",344
2,3,5,28,"Women Authors","Long-Time Companion Of Dashiell Hammett, She Was Played In 'Julia' By Jane Fonda","Lillian Hellman",344
2,4,1,30,"Baseball","A 1939 College Baseball Game Was The First Sports Event Shown On This Medium","Television",344
2,4,2,31,"Baseball","The Metropolitan Museum Of Art Has 200,000 Of Them","Baseball Trading Cards",344
2,4,3,32,"Baseball","1 Of 3 Major League Baseball Teams With State Rather Than City Names","(1 Of) California Angels, Texas Rangers, Minnesota Twins",344
2,4,4,33,"Baseball","Ironically, Ex-Con Ron Leflore Led The N.L. In These In 1980","Stolen Bases",344
2,4,5,34,"Baseball","To Help Their Owner Pay Off Gambling Debts, The 1920 Red Sox Sold Him To The Yankees","Babe Ruth",344
2,5,1,44,"Sculpture","His Only Signed Work Is The 'Pieta' In The Vatican","Michelangelo",344
2,5,2,45,"Sculpture","A Gold Statue Of Prometheus Towers Over The Ice Rink Of This N.Y.C. Landmark","Rockefeller Center",344
2,5,3,46,"Sculpture","'Disarming' Statue Unearthed By Peasant Of Greek Island Of Melos In 1820","The Venus De Milo",344
2,5,4,47,"Sculpture","The Berlin Museum Is Home To The Famous Bust Of This Egyptian Queen","Nefertiti",344
2,5,5,48,"Sculpture","Though It Represents A Woman, His 5-Story Chicago Structure Has Been Called A Baboon","(Pablo) Picasso",344
2,6,1,29,"'Nick' Names","You Can Call Me 'Merry' Or You Can Call Me 'Hairy' But You Doesn't Have To Call Me 'Santa'","Saint Nicholas (Or Saint Nick)",344
2,6,2,39,"'Nick' Names","When John Wayne Always Arrived With The Cavalry","In The Nick Of Time",344
2,6,3,40,"'Nick' Names","Things Are Never 'Hoop' Less For This Manhattan Team","The New York Knicks",344
2,6,4,41,"'Nick' Names","He Was Eddie Murphy's Partner For 48 Hours","Nick Nolte",344
2,6,5,42,"'Nick' Names","Gambler Who Paid The 'Brice' For Marrying A Famous Fanny","Nick Arnstein",344
3,1,1,51,"The Solar System","Only 1 Of 9 Planets Not Named For A Greek Or Roman Mythological Figure","The Earth",344
1,1,1,10,"World Leaders","During '80s Hostage Crisis, Dart Boards Bearing His Face Were A Big Seller","Ayatollah Khomeini",345
1,1,2,9,"World Leaders","Britain's First Female P.M., Her Popularity Soared After Falklands War","Margaret Thatcher",345
1,1,3,8,"World Leaders","Ronald Reagan Was Also President Of This Union","The Screen Actors Guild",345
1,1,4,7,"World Leaders","D'aubisson Claimed Duarte Fixed His Election Win In This Country","El Salvador",345
1,1,5,3,"World Leaders","Olympic Pullout Was Ordered By This Successor To Andropov","Chernenko",345
1,2,NA,NA,"Radio",NA,NA,345
1,3,1,18,"August","492 Years Ago On AuG. 3rd, He Set Sail Across The Atlantic","Christopher Columbus",345
1,3,5,22,"August","Russia, France & Germany Entered Wwi In August Of This Year","1914",345
1,4,1,1,"Sports","Game Where 'Dribbling' Is 'Offensive'","Basketball",345
1,4,2,12,"Sports","From Early Practice Of Pitcher Facing West Comes This Baseball Term For Lefty","Southpaw",345
1,4,3,11,"Sports","Football's Imaginary Plane Which Neither Team May Cross Until The Ball Is Snapped","The Line Of Scrimmage",345
1,4,4,6,"Sports","World's Fastest Sport, Free-Fall Speeds Of 614 Mph Have Been Recorded In This","Skydiving",345
1,4,5,2,"Sports","'50s Middleweight Champ Some Say Was Pound-For-Pound The Best Boxer Ever","Sugar Ray Robinson",345
1,5,1,5,"Hot Movies","Irwin Allen's Tall Tale That Went Up In Smoke","The Towering Inferno",345
1,5,2,15,"Hot Movies","Poitier & Steiger Made Sparks Fly In This '67 Oscar Winner","In The Heat Of The Night",345
1,5,3,14,"Hot Movies","The Male Stars Tested Their Disguises For This '59 Film By Visiting Studio Ladies' Room","Some Like It Hot",345
1,5,4,13,"Hot Movies","Words Were Heated When Truffaut Filmed This Bradbury Novel","Fahrenheit 451",345
1,5,5,4,"Hot Movies","1st Movie That Newlyweds Newman & Woodward Made Together","The Long, Hot Summer",345
1,6,1,21,"Trivia","They 'Rush In Where Angels Fear To Tread'","Fools",345
1,6,2,20,"Trivia","Some Of The Badges She Can Earn Are: Horse Lover, Dabbler & MS. Fix-It","A Girl Scout",345
1,6,3,19,"Trivia","Hemingway Wrote The Book, Rogers & Parton Sang The Song:","'Islands In The Stream'",345
1,6,4,17,"Trivia","If The Item Is Colored Yellow & You Use A Red Dye, The Resulting Color Is This","Orange",345
1,6,5,16,"Trivia","Filing An Irs Form 4868 Gets You A 4-Month Extension From This Date","April 15",345
2,1,1,23,"The 20th Century","Where Sally Ride Took Her Famous Ride","On The Space Shuttle",345
2,1,2,27,"The 20th Century","Time Barrier Shattered By Runner Roger Bannister In 1954","The Four-Minute Mile",345
2,1,3,26,"The 20th Century","In DeC., 1941, Representative Jeannette Rankin Cast The Only Dissenting Vote On This Issue","The Declaration Of War Against Japan Over Pearl Harbor",345
2,1,4,25,"The 20th Century","His Masterpiece Was Painted As A Protest Against The Bombing Of The Spanish Town 'Guernica'","Pablo Picasso",345
2,1,5,24,"The 20th Century","In 1939, This Scientist Wrote Fdr A Letter Explaining That An Atomic Bomb Could Be Built","Albert Einstein",345
2,2,1,28,"Broadway","She Was 'The Miracle Worker' For Patty Duke's Helen Keller","Anne Bancroft",345
2,2,2,29,"Broadway","Lerner & Loewe's 'One Brief Shining Moment' Which Ran From DeC. 3, '60 To JaN. 5, '63","Camelot",345
2,2,3,30,"Broadway","His 1st Stage Hit Was 'I Remember Mama' But He's Better Remembered For Shouting 'Stella!'","Marlon Brando",345
2,2,4,39,"Broadway","Winner Of Tony & Oscar For Royal Role He's Been Identified With Since '51","Yul Brynner",345
2,2,5,47,"Broadway","Rogers & Hammerstein's 'Away We Go' Ran A Record-Breaking 2,248 Performances Under New Name","Oklahoma!",345
2,3,1,31,"Travel","This Necessary Document Cost $10 In 1980, But Is Now $35","A Passport",345
2,3,2,32,"Travel","Non-Sexist Name For A Stewardess","A Flight Attendant",345
2,3,3,33,"Travel","A Vaccination Is No Longer Required Since This Disease Is Eradicated","Smallpox",345
2,3,4,42,"Travel","Tags For Luggage Headed For This Airport Appropriately Read 'Lax'","Los Angeles (International)",345
2,3,5,46,"Travel","Ship Passengers Are Greeted & Dunked By King Neptune 1st Time They Cross This","The Equator",345
2,4,1,37,"American Indians","Device Indians Smoked As Sign Of Friendship","A Peace Pipe",345
2,4,2,38,"American Indians","They Symbolize Family Trees Of N.W. Indians","Totem Poles",345
2,4,3,40,"American Indians","To Keep Indians Out, Dutch Settlers Built A Wall Across This New Amsterdam Street","Wall Street",345
2,4,4,41,"American Indians","Runaway Slaves Used To Hide With This Tribe In Florida Swamps","The Seminoles",345
2,5,1,43,"Mammals","Alphabetically, It's #1","The Aardvark",345
2,5,2,44,"Mammals","Noel Coward Song Says Only 'Mad' Ones 'Go Out In The Midday Sun'","Dogs",345
2,6,1,34,"The 'Pits'","Where Pirates Steal Bases","Pittsburgh",345
2,6,2,35,"The 'Pits'","Asphalt Bog That Tourists Log In L.A.","The La Brea Tar Pits",345
2,6,3,36,"The 'Pits'","Poe's Tale Of Torture In A Spanish Castle","The Pit And The Pendulum",345
2,6,4,45,"The 'Pits'","Shaky Lady Of 'Oh Susanna' Fame","Zasu Pitts",345
2,6,5,48,"The 'Pits'","Both Cyanide & Laetrile Are An Extract Of Them","Apricot Pits",345
3,1,1,49,"Business & Industry","Automaker That Introduced The Alternator, Power Steering & Electric Ignition","Chrysler",345
1,1,1,15,"Men Of Science","In 1933 He Joined The Institute For Advanced Study In Princeton, N.J.; He Became A U.S. Citizen In 1940","Albert Einstein",346
1,1,2,16,"Men Of Science","In 1589 He Became A Professor Of Mathematics At The U. Of Pisa; In 1592 He Moved On The U. Of Padua","Galileo",346
1,1,3,17,"Men Of Science","The Director Of ST. Petersburg's Institute Of Experimental Medicine Until His 1936 Death; His Name Ring A Bell?","(Ivan) Pavlov",346
1,1,4,18,"Men Of Science","This French Physicist Wasn't The Pits With His 1851 'Pendulum' That Demonstrated The Earth's Rotation","Foucault",346
1,1,5,19,"Men Of Science","This British Biologist & Model Maker Who Partnered With James Watson Passed Away On July 29, 2004","(Francis) Crick",346
1,2,1,20,"Sports 2004","These Big Cats Gave The Patriots All They Could Handle In Super Bowl XXXVIII","The (Carolina) Panthers",346
1,2,2,21,"Sports 2004","All 'Hale' This 58-Year-Old Who Won His Fourth Senior Pga Championship By A Str--A Shot","Hale Irwin",346
1,2,3,23,"Sports 2004","He Was The Winning Pitcher In The Clinching Game Of All 3 Series In The Red Sox' Magical Run","Derek Lowe",346
1,2,4,24,"Sports 2004","Women From This Country Won Tennis' Wimbledon & French & U.S. Opens","Russia",346
1,2,5,25,"Sports 2004","This Team's Chauncey Billups Was Mvp Of The Nba Finals","The Detroit Pistons",346
1,3,1,6,"Fill In The Title","Alice Walker: 'The Color ___'","Purple",346
1,3,2,7,"Fill In The Title","John Steinbeck: 'The ___ Pony'","Red",346
1,3,3,8,"Fill In The Title","James Ellroy: 'The ___ Dahlia'","Black",346
1,3,4,9,"Fill In The Title","Scott O'dell: 'Island Of The ___ Dolphins'","Blue",346
1,3,5,10,"Fill In The Title","Charlotte Perkins Gilman: 'The ____ Wall-Paper'","Yellow",346
1,4,1,1,"Ends In 'Ee'","In Mississippi There's A Town Called Coldwater As Well As A 'Hot' This Beverage","Coffee",346
1,4,2,2,"Ends In 'Ee'","A Piece To Cover Your Pate","Toupée",346
1,4,3,3,"Ends In 'Ee'","It's The Celebration Of A Special Anniversary, Perhaps The 'Diamond' One","Jubilee",346
1,4,4,4,"Ends In 'Ee'","Native American Indians Inhabited This Georgia Swamp As Early As 2500 B.C.","The Okefenokee",346
1,4,5,5,"Ends In 'Ee'","In His 12-Volume 'A Study Of History', He Traced The Rise & Fall Of 26 Civilizations","(Arnold) Toynbee",346
1,5,1,11,"Donald Trump","A Noted Germophobe, Trump Said, 'I Think' This Form Of Greeting 'Is BarbariC... You Catch The Flu'","Handshaking",346
1,5,2,12,"Donald Trump","Trump Owned The N.J. Generals, A Team That Featured Doug Flutie & Herschel Walker, In This League","The Usfl",346
1,5,3,13,"Donald Trump","This Trump Family Minister & Author Of 'The Power Of Positive Thinking' Performed The Donald's Marriage To Ivana","Norman Vincent Peale",346
1,5,4,14,"Donald Trump","Heavily In Debt In '91, Trump Spotted A Beggar & Said To This Woman, Wife NO. 2, 'He's Worth $900 Million More Than I Am'","Marla Maples",346
1,5,5,22,"Donald Trump","The Donald Graduated First In His Class From This School Of Finance At U.penN. In 1968","Wharton",346
1,6,1,26,"You're Fired!","An Ad Agency Fired This Eventual 'Happiest Place On Earth' Creator, Citing A 'Singular Lack Of Drawing Ability'","Walt Disney",346
1,6,2,27,"You're Fired!","Bob Lemon, Gene Michael & Lou Piniella Were Each Fired Twice By Him; We Won't Get Into The Billy Martin Saga","George Steinbrenner",346
1,6,3,28,"You're Fired!","Old Soldiers Never Die, They Get Canned, Like This General Famously Was On April 11, 1951","Douglas Macarthur",346
1,6,4,29,"You're Fired!","In 1978 Handy Dan Hardware Axed Arthur Blank--But He Did Okay, Co-Founding This Chain In Atlanta","Home Depot",346
1,6,5,30,"You're Fired!","In 1781 Hieronymus Colloredo, Archbishop Of Austria, Fired This Musician With A Literal Boot In The Rump","Mozart",346
2,1,1,31,"Ballet","In The 1940s & 1950s Galina Ulanova Was The Chief Ballerina For This Company Formed Almost 200 Years Earlier","The Bolshoi",346
2,1,2,32,"Ballet","Appropriate 1-Word Title Of The Balanchine Ballet In 3 Parts: 'Emeralds', 'Rubies' & 'Diamonds'","Jewels",346
2,1,3,33,"Ballet","This Choreographer's First Ballet 'Fancy Free', Combined Ballet & Jazz Dancing","Jerome Robbins",346
2,1,4,34,"Ballet","In 1912 This Russian Not Only Choreographed 'The Afternoon Of A Faun', He Danced The Part Of The Faun As Well","Nijinsky",346
2,1,5,35,"Ballet","Literally French For 'Beating', This Movement Of The Leg May Be Grand, Petit Or Frappe","A Battement",346
2,2,1,51,"Ken You Dig It?","That Pbs Civil War Documentary Guy","Ken Burns",346
2,2,2,52,"Ken You Dig It?","That Disney Stalwart Who Also Played The Commander Of 'F Troop'","Ken Berry",346
2,2,3,53,"Ken You Dig It?","That Guy Who Broke Muhammad Ali's Jaw In A 1973 Bout","Ken Norton (SR.)",346
2,2,4,54,"Ken You Dig It?","That Merry Prankster Author Who Took Us All Inside The Cuckoo's Nest","Ken Kesey",346
2,2,5,55,"Ken You Dig It?","That 'Gothic' Guy Who Made Films About Liszt, Mahler & Elgar","Ken Russell",346
2,3,1,36,"People In History","Britain's Edmund Burke Called For Peace With The Colonies The Day Before This Man Demanded Liberty Or Death","Patrick Henry",346
2,3,2,37,"People In History","After Isabella Died, He Married Teenaged Germaine De Foix In 1505","Ferdinand",346
2,3,3,38,"People In History","This Asian Said His 'Greatest Joy' Was 'To Conquer His EnemieS... And To Clasp Their Wives And Daughters'","Genghis Khan",346
2,3,4,44,"People In History","Crawford Long, The First Doctor To Use Ether As An Anesthetic, Was A College Roommate Of This Confederate Vp","Alexander Stephens",346
2,3,5,45,"People In History","On Signing A 1921 Treaty With England, This Irish Leader Said, 'I Signed My Death Warrant'--He Was Right","Michael Collins",346
2,4,1,39,"The Sushi Bar","The 'Spider' In A Spider Roll Is A Soft-Shell One Of These","A Crab",346
2,4,2,40,"The Sushi Bar","Tony Shalhoub Might Enjoy Ankimo, The Liver Of This Fish","The Monkfish",346
2,4,3,41,"The Sushi Bar","On The Heels Of The California Roll Came This City Roll With Salmon & The Cream Cheese Of The Same Name","Philadelphia",346
2,4,4,42,"The Sushi Bar","It's The 4-Letter Term For The Thin Sheets Of Dried Seaweed In Which Sushi Is Wrapped","Nori",346
2,4,5,43,"The Sushi Bar","Often Served Along With Sushi, Gari Is Pickled This; Shoga Is The Plain Root","Ginger",346
2,5,1,56,"Where Am I?","(Jimmy Of The Clue Crew Holds A Block Of CheesE.) I'M In This Midwest State Famous For Making Cheddar, Which Actually Originated In A Village In England","Wisconsin",346
2,5,2,57,"Where Am I?","(Sarah Of The Clue Crew Leans Over A Pool Filled With Denizens Of The Not-So-DeeP.) I'M At The 190,000 Gallon Manatee Exhibit At The Zoo Of This City, Now Ohio's Most Populous","Columbus",346
2,5,3,58,"Where Am I?","(Jimmy Of The Clue Crew Stands On A Hill Overlooking A Steaming WatercoursE.) In 1872 Congress Established This Area Of Over 2 Million Acres After Seeing Photos Taken By William Jackson","Yellowstone National Park",346
2,6,1,46,"Before & After","Goneril's Dad Who's A Schmancy Private Plane","King Learjet",346
2,6,2,47,"Before & After","Crude Incendiary Grenade With A Russian Name That's An Explosive Social Gathering","Molotov Cocktail Party",346
2,6,3,48,"Before & After","Daddy Warbucks' Charge Who Photographs Celebrities For Vanity Fair & Rolling Stone","(Little) Orphan Annie Leibovitz",346
2,6,4,49,"Before & After","The Brooklyn Dodgers'' 'Little Colonel' Who Is 'Legally Blonde'","Pee Wee Reese Witherspoon",346
2,6,5,50,"Before & After","Peter Rabbit's Mischievous Cousin Who Enters MR. Mcgregor's Garden & Uses It As A Beginner's Ski Run","Benjamin Bunny Slope (Benjamin Bunny Hill Accepted)",346
3,1,1,59,"Legal Terms","In 1999 Britain Replaced Latin Legal Terms With English Ones; 'Witness Summons' Replaced This Word","Subpoena",346
1,1,1,1,"Africa","Central Africa's Short People","The Pygmies",347
1,1,2,2,"Africa","S. Africa's Form Of Segregation","Apartheid",347
1,1,3,3,"Africa","Tanganyika & Zanzibar Joined To Form This Country","Tanzania",347
1,1,4,4,"Africa","Africa's Largest Fresh-Water Lake, It's Main Source Of The Nile","Lake Victoria",347
1,1,5,5,"Africa","Kenyatta Was Leader Of This Bloody Movement To End British Rule In Kenya","The Mau Maus",347
1,2,1,11,"Food","When You Step On These, They Let Out A Little 'Wine'","Grapes",347
1,2,2,16,"Food","Satanic Term For Food Prepared With Strong Seasoning, As Of Eggs Or Ham","Devilled",347
1,2,3,17,"Food","French Term For Meat Served In Its Own Juice","Au Jus",347
1,2,4,24,"Food","Found In Rye Bread, These Seeds Are Also Flavoring Of Kummel Liqueur","Caraway Seeds",347
1,2,5,25,"Food","The Thymus & Pancreas Of Young Calves Are Sources Of This Meat","Sweetbreads",347
1,3,1,18,"First Aid","Any Remedy Which Counteracts A Swallowed Poison","An Antidote",347
1,3,2,19,"First Aid","To Prevent Swelling & Discoloring From A Blow To The Body, Apply This Kind Of Compress Immediately","A Cold Compress",347
1,3,3,20,"First Aid","Kind Of Shot Given To Prevent Lockjaw After A Puncture Wound","A Tetanus Shot",347
